id,url,titulo,descripcion,plazo_fin,requisitos,estado,fecha_ingesta,fuente,investigacion_id,investigacion_fecha,investigacion_version,investigacion_intentos
c4ececba4acfc373,https://fundacioncerezalesantoninoycinia.org/lineas-troncales/,"FUNDACION CEREZALES ANTONINA - arte, cultura, etnoeducacion…","arte, cultura, etnoeducacion…

[Resumen profundo] /app/data/resumenes_convocatoria/db0b6b4960ebd5e6.md

[Resumen profundo] /app/data/resumenes_convocatoria/db0b6b4960ebd5e6.md

[Resumen profundo] /app/data/resumenes_convocatoria/db0b6b4960ebd5e6.md

[Resumen profundo] /app/data/resumenes_convocatoria/db0b6b4960ebd5e6.md

[Resumen profundo] /app/data/resumenes_convocatoria/db0b6b4960ebd5e6.md",anual,,investigacion_parcial,2026-03-11T22:24:29.285416,csv,db0b6b4960ebd5e6,2026-04-12T04:00:02.939939,convocatoria-html-v2,5
7cb540e0b2de6bbb,https://fundacionlacaixa.org/es/convocatorias-sociales-accion-social-ambito-rural,Caixa - accion social en el medio rural,"accion social en el medio rural

[Resumen profundo] /app/data/resumenes_convocatoria/fbf8556fd15935ec.md

[Resumen profundo] /app/data/resumenes_convocatoria/fbf8556fd15935ec.md

[Resumen profundo] /app/data/resumenes_convocatoria/fbf8556fd15935ec.md

[Resumen profundo] /app/data/resumenes_convocatoria/fbf8556fd15935ec.md

[Resumen profundo] /app/data/resumenes_convocatoria/fbf8556fd15935ec.md",4 mayo y 20 julio,1 año minimo de antiguedad,investigacion_parcial,2026-03-11T22:24:29.285439,csv,fbf8556fd15935ec,2026-04-12T04:00:07.207030,convocatoria-html-v2,5
3fad8ca3495e77cf,https://www.fondationcarasso.org/es/convocatorias/#convocatorias,Convocatorias para cambiar la forma de alimentarnos y de relacionarnos con el arte,"Convocatorias para cambiar la forma de alimentarnos y de relacionarnos con el arte
¿Tienes un proyecto con impacto social, cultural o medioambiental?
Si trabajas por una Alimentación Sostenible o impulsas el Arte Ciudadano como motor de transformación, te invitamos a presentar tu propuesta. En la Fundación Daniel y Nina Carasso apoyamos iniciativas que imaginan y construyen un futuro más justo. Consulta las bases, revisa los criterios y forma parte del cambio.

[Resumen profundo] /app/data/resumenes_convocatoria/bcf5623620041a24.md",A confirmar,"Proyecto con impacto social, cultural o medioambiental",investigacion_ok,2026-03-11T22:24:29.285446,csv,bcf5623620041a24,2026-04-12T16:02:27.010550,convocatoria-html-v2,0
1c1de897d3ad5a86,https://www.recursosculturales.com/inaem-ayudas-danza-lirica-musica/,INAEM abre convocatoria de ayudas para teatro y circo 2025 (España),"El Instituto Nacional de las Artes Escénicas y de la Música (INAEM), organismo autónomo del Ministerio de Cultura, ha abierto el plazo de solicitud de la convocatoria de las ayudas al teatro y al circo, en régimen de concurrencia competitiva, correspondientes al año 2025, a la que se destina una partida de 10.096.138 euros.
Esta convocatoria incluye varias novedades, entre las que destacan el fomento de los proyectos de carácter pluridisciplinar; el incremento del apoyo al sector del circo –que,...

[Resumen profundo] /app/data/resumenes_convocatoria/2808aa709b9e4461.md",19 de marzo,Inscripciones electrónicas a través de la web del Ministerio de Cultura,investigacion_ok,2026-03-11T22:24:29.285452,csv,2808aa709b9e4461,2026-04-12T16:04:42.159630,convocatoria-html-v2,0
48ac0e3185e5d44e,https://www.infoayudas.com/Infoayudas-Ayudas-a-la-reforestacion-y-creacion-de-superficies-forestales-cofinanciadas-por-el-Fondo-Europeo-Agricola-de-Desarrollo-Rural-FEADER-en-el-marco-del--70399.php,"Ayudas a la reforestación y creación de superficies forestales, cofinanciadas por el Fondo Europeo Agrícola de Desarrollo Rural (FEADER), en el marco del Programa de Desarrollo Rural de Castilla y León 2014-2020, para el año 2023.","Ayudas a la reforestación y creación de superficies forestales, cofinanciadas por el Fondo Europeo Agrícola de Desarrollo Rural (FEADER), en el marco del Programa de Desarrollo Rural de Castilla y León 2014-2020, para el año 2023.
Código de ayuda:
S25291/15Norma:
ORDEN FYM/399/2015, de 12 de mayo. ORDEN FYM/607/2015, de 3 de julio. Orden de 19 de julio de 2016. ORDEN FYM/84/2017, de 6 de febrero. Orden de 16 de febrero de 2017. ORDEN FYM/148/2018, de 1 de febrero. Orden de 8 de mayo de 2018. ORD...

[Resumen profundo] /app/data/resumenes_convocatoria/422866ed6101b701.md",29 de septiembre de 2023,podrán ser beneficiarios de la prima de mantenimiento quienes sucedan a los beneficiarios en las obligaciones y compromisos por cualquier forma de transmisión de las tierras objeto de ayuda y que cumplan las condiciones y requisitos establecidos en el apartado anterior,investigacion_ok,2026-03-11T22:24:29.285458,csv,422866ed6101b701,2026-04-13T04:02:03.251755,convocatoria-html-v2,0
991dbe23ee193aff,https://fundacion-biodiversidad.es/sites/default/files/multimedia/archivos/convocatoria_empleaverde_emplea_2020.pdf?fbclid=IwAR3XFL4S3MlU7Kr5W4ErJSUS1WD4NsOaAv2eyN0hIH9KSH6gJc80O6HDBjQ,Fundacion Biodiversidad - empleo economia verde y social,"empleo economia verde y social

[Resumen profundo] /app/data/resumenes_convocatoria/5db21d15e0240293.md

[Resumen profundo] /app/data/resumenes_convocatoria/5db21d15e0240293.md

[Resumen profundo] /app/data/resumenes_convocatoria/5db21d15e0240293.md

[Resumen profundo] /app/data/resumenes_convocatoria/5db21d15e0240293.md

[Resumen profundo] /app/data/resumenes_convocatoria/5db21d15e0240293.md",sept-21,"temas empleo, tenemos que tener personas contratadas",investigacion_parcial,2026-03-11T22:24:29.285465,csv,5db21d15e0240293,2026-04-15T04:00:05.333943,convocatoria-html-v2,5
025f330d517eb30b,http://www.fundacionsiglo.es/web/es/fundacion/ayudas-subvenciones-abiertas.html,Ayudas y subvenciones abiertas,"Esta convocatoria propone ayudas para financiar proyectos culturales y festivales en Castilla y León, con un enfoque en actividades complementarias culturales. Se requiere documentación como memoria y presupuesto, así como certificados relevantes.

[Resumen profundo] /app/data/resumenes_convocatoria/b19afdb8871cce22.md",Se debe proporcionar,"Entidad sin ánimo de lucro en el sector cultural, con presencia en Castilla y León y proyectos con un impacto medible en la mejora de la identidad regional y el turismo.",investigacion_ok,2026-03-11T22:24:29.285469,csv,b19afdb8871cce22,2026-04-14T04:01:24.575169,convocatoria-html-v2,0
8fad99f775cc38df,https://www.recursosculturales.com/convocatoria-ibermemoria/,"IBERMEMORIA: apoyo a proyectos de preservación, acceso y salvaguarda del patrimonio sonoro, fotográfico y audiovisual de Iberoamérica","IBERMEMORIA: apoyo a proyectos de preservación, acceso y salvaguarda del patrimonio sonoro, fotográfico y audiovisual de Iberoamérica
0El Programa Ibermemoria Sonora, Fotográfica y Audiovisual es una instancia de carácter multilateral de cooperación técnica y financiera para fomentar la investigación, rescate, preservación, acceso y difusión del patrimonio sonoro, fotográfico y audiovisual de Iberoamérica.
El Programa Ibermemoria Sonora, Fotográfica y Audiovisual es una instancia de carácter mul...

[Resumen profundo] /app/data/resumenes_convocatoria/9f6b52680f924d5e.md",3 de abril de 2024,"Instituciones públicas, privadas, mixtas u organizaciones de la sociedad civil de Argentina, Colombia, Costa Rica, Cuba, Ecuador, México, Nicaragua, Panamá y República Dominicora",investigacion_ok,2026-03-11T22:24:29.285472,csv,9f6b52680f924d5e,2026-04-14T16:02:21.143708,convocatoria-html-v2,0
d88f37527478b756,https://sympathyforthelawyer.com/2019/08/21/convocatoria-de-ayudas-europeas-para-musica-en-directo-y-salas/?fbclid=IwAR1wYgp8zWe3nW6JkrU6XPid0nts-cljNcUCWWYvR6lqC8TnYq-k2UGljnQ#Plazo_de_solicitud,Sympathy for the lawyer - ayudas europeas para musica en directo,"ayudas europeas para musica en directo

[Resumen profundo] /app/data/resumenes_convocatoria/8e936b40c037851f.md

[Resumen profundo] /app/data/resumenes_convocatoria/8e936b40c037851f.md

[Resumen profundo] /app/data/resumenes_convocatoria/8e936b40c037851f.md

[Resumen profundo] /app/data/resumenes_convocatoria/8e936b40c037851f.md

[Resumen profundo] /app/data/resumenes_convocatoria/8e936b40c037851f.md",nov-21,,investigacion_parcial,2026-03-11T22:24:29.285477,csv,8e936b40c037851f,2026-04-17T04:00:07.451895,convocatoria-html-v2,5
a51b710a54c747e9,https://www.recursosculturales.com/ibermusicas-ayudas-movilidad-musicos-festivales-residencias/?fbclid=IwAR217WU0RRIaVyMz4lO-YpeqlPeNWsi9jClS9S_tMRMmiu4BRNSByuj3IaQ,Ibermusicas - movilidad musicos y festivales,"movilidad musicos y festivales

[Resumen profundo] /app/data/resumenes_convocatoria/57e46c40afbc1134.md

[Resumen profundo] /app/data/resumenes_convocatoria/57e46c40afbc1134.md

[Resumen profundo] /app/data/resumenes_convocatoria/57e46c40afbc1134.md

[Resumen profundo] /app/data/resumenes_convocatoria/57e46c40afbc1134.md

[Resumen profundo] /app/data/resumenes_convocatoria/57e46c40afbc1134.md",16-nov,,investigacion_parcial,2026-03-11T22:24:29.285480,csv,57e46c40afbc1134,2026-04-17T16:00:06.998205,convocatoria-html-v2,5
